,id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
9980,9980,8.0,Yes,5.0,2.0,Yes,4.0,2.0,Introvert
9981,9981,0.0,No,6.0,7.0,No,8.0,5.0,Extrovert
9982,9982,0.0,No,8.0,4.0,No,9.0,8.0,Extrovert
9983,9983,1.0,No,6.0,5.0,No,13.0,6.0,Extrovert
9984,9984,1.0,No,7.0,6.0,No,9.0,8.0,Extrovert
9985,9985,1.0,No,4.0,5.0,No,15.0,5.0,Extrovert
9986,9986,3.0,No,6.0,4.0,No,9.0,3.0,Extrovert
9987,9987,3.0,No,5.0,5.0,No,15.0,10.0,Extrovert
9988,9988,1.0,No,6.0,4.0,No,6.0,4.0,Extrovert
9989,9989,7.0,Yes,0.0,1.0,No,2.0,0.0,Introvert
9990,9990,0.0,No,4.0,7.0,No,11.0,7.0,Extrovert
9991,9991,1.0,No,4.0,5.0,No,6.0,9.0,Extrovert
9992,9992,2.0,No,9.0,5.0,No,14.0,5.0,Extrovert
9993,9993,2.0,No,9.0,5.0,No,7.0,5.0,Extrovert
9994,9994,1.0,No,7.0,3.0,No,12.0,5.0,Extrovert
9995,9995,8.0,Yes,1.0,0.0,Yes,3.0,2.0,Introvert
9996,9996,2.0,No,8.0,4.0,No,12.0,5.0,Extrovert
9997,9997,2.0,No,8.0,7.0,No,6.0,9.0,Extrovert
9998,9998,7.0,Yes,3.0,4.0,Yes,3.0,5.0,Introvert
9999,9999,2.0,No,4.0,3.0,No,5.0,5.0,Extrovert
10000,10000,1.0,No,4.0,6.0,No,12.0,9.0,Extrovert
10001,10001,2.0,No,6.0,3.0,No,15.0,9.0,Extrovert
10002,10002,4.0,No,8.0,7.0,No,13.0,9.0,Extrovert
10003,10003,11.0,Yes,1.0,1.0,Yes,8.0,1.0,Introvert
10004,10004,6.0,No,2.0,0.0,Yes,4.0,1.0,Extrovert
10005,10005,3.0,No,7.0,5.0,No,10.0,9.0,Extrovert
10006,10006,2.0,No,7.0,4.0,No,8.0,7.0,Extrovert
10007,10007,1.0,No,9.0,4.0,No,14.0,9.0,Extrovert
10008,10008,10.0,Yes,0.0,1.0,Yes,5.0,5.0,Introvert
10009,10009,2.0,No,6.0,6.0,No,9.0,5.0,Extrovert
10010,10010,3.0,No,4.0,5.0,No,10.0,10.0,Extrovert
10011,10011,3.0,No,6.0,7.0,No,6.0,5.0,Extrovert
10012,10012,11.0,No,0.0,0.0,Yes,8.0,0.0,Introvert
10013,10013,2.0,No,3.0,6.0,No,13.0,5.0,Extrovert
10014,10014,1.0,No,9.0,6.0,No,6.0,4.0,Extrovert
10015,10015,2.0,No,8.0,3.0,No,15.0,4.0,Extrovert
10016,10016,0.0,No,7.0,3.0,No,12.0,3.0,Extrovert
10017,10017,3.0,No,6.0,7.0,No,9.0,7.0,Extrovert
10018,10018,1.0,No,7.0,4.0,No,7.0,9.0,Extrovert
10019,10019,1.0,No,9.0,5.0,No,6.0,4.0,Extrovert
10020,10020,2.0,No,6.0,3.0,No,8.0,6.0,Extrovert
10021,10021,0.0,No,6.0,4.0,No,4.0,5.0,Extrovert
10022,10022,8.0,Yes,1.0,3.0,Yes,4.0,5.0,Extrovert
10023,10023,2.0,No,10.0,7.0,No,12.0,9.0,Extrovert
10024,10024,10.0,Yes,1.0,3.0,Yes,3.0,2.0,Introvert
10025,10025,5.0,No,2.0,2.0,Yes,5.0,2.0,Introvert
10026,10026,2.0,No,8.0,6.0,No,8.0,10.0,Extrovert
10027,10027,9.0,Yes,1.0,0.0,Yes,3.0,2.0,Extrovert
10028,10028,4.0,Yes,2.0,4.0,Yes,5.0,1.0,Introvert
10029,10029,0.0,No,7.0,5.0,No,8.0,5.0,Extrovert
10030,10030,2.0,No,7.0,7.0,No,14.0,5.0,Extrovert
10031,10031,6.0,Yes,3.0,3.0,Yes,4.0,1.0,Introvert
10032,10032,6.0,Yes,1.0,4.0,Yes,5.0,1.0,Introvert
10033,10033,0.0,No,6.0,3.0,No,8.0,3.0,Extrovert
10034,10034,4.0,Yes,0.0,4.0,Yes,0.0,2.0,Introvert
10035,10035,1.0,No,9.0,3.0,No,5.0,4.0,Extrovert
10036,10036,9.0,No,1.0,1.0,Yes,0.0,0.0,Introvert
10037,10037,3.0,No,4.0,5.0,No,6.0,3.0,Extrovert
10038,10038,0.0,No,7.0,4.0,No,14.0,4.0,Extrovert
10039,10039,0.0,No,6.0,5.0,No,5.0,8.0,Extrovert
10040,10040,9.0,Yes,1.0,2.0,Yes,8.0,1.0,Introvert
10041,10041,3.0,No,4.0,4.0,No,14.0,5.0,Extrovert
10042,10042,2.0,No,4.0,7.0,No,9.0,4.0,Extrovert
10043,10043,11.0,Yes,0.0,1.0,Yes,8.0,0.0,Introvert
10044,10044,2.0,No,7.0,6.0,No,13.0,10.0,Extrovert
10045,10045,4.0,Yes,3.0,2.0,Yes,8.0,0.0,Introvert
10046,10046,11.0,Yes,0.0,0.0,Yes,0.0,1.0,Introvert
10047,10047,6.0,Yes,1.0,0.0,Yes,15.0,1.0,Introvert
10048,10048,1.0,No,6.0,4.0,No,7.0,8.0,Extrovert
10049,10049,2.0,Yes,1.0,1.0,Yes,4.0,1.0,Introvert
10050,10050,6.0,Yes,2.0,3.0,Yes,4.0,2.0,Introvert
10051,10051,1.0,No,8.0,7.0,No,7.0,8.0,Extrovert
10052,10052,2.0,No,4.0,5.0,No,12.0,5.0,Extrovert
10053,10053,1.0,No,4.0,6.0,No,15.0,6.0,Extrovert
10054,10054,2.0,No,8.0,6.0,No,12.0,9.0,Extrovert
10055,10055,1.0,No,8.0,6.0,No,12.0,6.0,Extrovert
10056,10056,2.0,No,10.0,4.0,No,15.0,5.0,Extrovert
10057,10057,1.0,No,9.0,6.0,No,12.0,3.0,Extrovert
10058,10058,2.0,No,5.0,5.0,No,6.0,3.0,Extrovert
10059,10059,2.0,No,5.0,6.0,No,10.0,8.0,Extrovert
10060,10060,1.0,No,7.0,3.0,No,7.0,6.0,Extrovert
10061,10061,0.0,No,8.0,4.0,No,12.0,9.0,Extrovert
10062,10062,2.0,No,5.0,7.0,No,11.0,5.0,Extrovert
10063,10063,3.0,No,9.0,5.0,No,8.0,7.0,Extrovert
10064,10064,2.0,No,4.0,3.0,No,7.0,3.0,Extrovert
10065,10065,3.0,No,9.0,4.0,No,8.0,4.0,Extrovert
10066,10066,1.0,No,4.0,4.0,No,8.0,3.0,Extrovert
10067,10067,7.0,Yes,3.0,4.0,Yes,4.0,0.0,Introvert
10068,10068,3.0,No,5.0,6.0,No,14.0,8.0,Extrovert
10069,10069,5.0,Yes,2.0,2.0,Yes,3.0,3.0,Introvert
10070,10070,1.0,No,6.0,5.0,No,12.0,6.0,Extrovert
10071,10071,2.0,No,9.0,7.0,No,15.0,4.0,Extrovert
10072,10072,2.0,No,5.0,6.0,No,12.0,5.0,Extrovert
10073,10073,1.0,No,5.0,5.0,No,14.0,5.0,Extrovert
10074,10074,11.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
10075,10075,8.0,Yes,3.0,2.0,Yes,4.0,3.0,Introvert
10076,10076,11.0,Yes,3.0,2.0,No,3.0,2.0,Introvert
10077,10077,11.0,Yes,3.0,1.0,No,5.0,2.0,Introvert
10078,10078,3.0,No,3.0,5.0,No,13.0,4.0,Extrovert
10079,10079,1.0,No,6.0,5.0,No,4.0,8.0,Extrovert
10080,10080,5.0,Yes,2.0,4.0,Yes,8.0,0.0,Extrovert
10081,10081,2.0,No,7.0,5.0,No,6.0,5.0,Extrovert
10082,10082,10.0,Yes,1.0,2.0,Yes,1.0,3.0,Introvert
10083,10083,0.0,No,4.0,4.0,No,8.0,4.0,Extrovert
10084,10084,3.0,No,6.0,6.0,No,9.0,4.0,Extrovert
10085,10085,6.0,No,3.0,0.0,Yes,5.0,2.0,Introvert
10086,10086,1.0,No,6.0,3.0,No,10.0,5.0,Extrovert
10087,10087,7.0,No,3.0,3.0,Yes,0.0,0.0,Introvert
10088,10088,2.0,No,4.0,7.0,No,8.0,5.0,Extrovert
10089,10089,3.0,No,9.0,5.0,No,6.0,6.0,Extrovert
10090,10090,5.0,Yes,0.0,2.0,Yes,8.0,2.0,Introvert
10091,10091,2.0,No,9.0,5.0,No,7.0,9.0,Extrovert
10092,10092,0.0,No,8.0,6.0,No,8.0,8.0,Extrovert
10093,10093,2.0,No,6.0,4.0,No,9.0,10.0,Extrovert
10094,10094,5.0,No,2.0,2.0,Yes,5.0,1.0,Introvert
10095,10095,3.0,No,7.0,4.0,No,11.0,5.0,Extrovert
10096,10096,2.0,No,8.0,6.0,No,8.0,5.0,Extrovert
10097,10097,10.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
10098,10098,0.0,No,4.0,4.0,No,14.0,5.0,Extrovert
10099,10099,0.0,No,8.0,5.0,No,13.0,5.0,Extrovert
10100,10100,1.0,No,6.0,4.0,No,8.0,7.0,Extrovert
10101,10101,11.0,Yes,1.0,0.0,No,1.0,0.0,Introvert
10102,10102,0.0,No,8.0,7.0,No,14.0,9.0,Extrovert
10103,10103,1.0,No,5.0,7.0,No,12.0,7.0,Extrovert
10104,10104,0.0,No,7.0,6.0,No,6.0,5.0,Extrovert
10105,10105,2.0,No,3.0,5.0,No,13.0,9.0,Extrovert
10106,10106,1.0,No,8.0,5.0,No,4.0,8.0,Extrovert
10107,10107,11.0,No,3.0,2.0,Yes,5.0,2.0,Introvert
10108,10108,5.0,Yes,0.0,3.0,Yes,0.0,1.0,Introvert
10109,10109,3.0,No,4.0,6.0,No,7.0,5.0,Extrovert
10110,10110,4.0,No,0.0,1.0,Yes,3.0,2.0,Introvert
10111,10111,3.0,No,10.0,5.0,No,13.0,7.0,Extrovert
10112,10112,4.0,No,4.0,5.0,No,4.0,7.0,Extrovert
10113,10113,0.0,No,6.0,6.0,No,15.0,5.0,Extrovert
10114,10114,0.0,No,5.0,5.0,No,7.0,8.0,Extrovert
10115,10115,10.0,Yes,1.0,3.0,Yes,2.0,1.0,Introvert
10116,10116,2.0,No,7.0,3.0,No,10.0,3.0,Extrovert
10117,10117,3.0,No,4.0,5.0,No,4.0,9.0,Extrovert
10118,10118,9.0,Yes,3.0,1.0,No,1.0,0.0,Introvert
10119,10119,2.0,No,5.0,4.0,No,11.0,4.0,Extrovert
10120,10120,0.0,No,3.0,7.0,No,7.0,4.0,Introvert
10121,10121,2.0,No,7.0,3.0,No,6.0,5.0,Extrovert
10122,10122,0.0,No,5.0,6.0,No,5.0,5.0,Extrovert
10123,10123,2.0,No,7.0,6.0,No,9.0,4.0,Extrovert
10124,10124,4.0,No,7.0,3.0,No,12.0,7.0,Extrovert
10125,10125,4.0,No,5.0,6.0,No,8.0,3.0,Extrovert
10126,10126,2.0,No,8.0,5.0,No,11.0,8.0,Extrovert
10127,10127,3.0,No,10.0,5.0,No,11.0,3.0,Extrovert
10128,10128,0.0,No,7.0,4.0,No,4.0,7.0,Extrovert
10129,10129,1.0,No,6.0,6.0,No,7.0,10.0,Extrovert
10130,10130,3.0,No,6.0,3.0,No,13.0,6.0,Extrovert
10131,10131,0.0,No,6.0,7.0,No,11.0,6.0,Extrovert
10132,10132,0.0,No,5.0,4.0,No,11.0,5.0,Extrovert
10133,10133,11.0,Yes,0.0,1.0,Yes,8.0,1.0,Introvert
10134,10134,4.0,Yes,3.0,2.0,Yes,2.0,2.0,Introvert
10135,10135,10.0,Yes,1.0,1.0,No,4.0,0.0,Introvert
10136,10136,3.0,No,9.0,5.0,No,15.0,8.0,Extrovert
10137,10137,1.0,No,6.0,5.0,No,5.0,6.0,Extrovert
10138,10138,1.0,No,7.0,4.0,No,6.0,9.0,Extrovert
10139,10139,2.0,No,6.0,3.0,No,12.0,10.0,Extrovert
10140,10140,2.0,No,5.0,6.0,No,7.0,6.0,Extrovert
10141,10141,2.0,No,4.0,7.0,No,5.0,3.0,Extrovert
10142,10142,1.0,No,4.0,6.0,No,10.0,9.0,Extrovert
10143,10143,0.0,No,5.0,6.0,No,8.0,3.0,Extrovert
10144,10144,1.0,No,6.0,6.0,No,15.0,4.0,Extrovert
10145,10145,3.0,No,6.0,6.0,No,3.0,4.0,Extrovert
10146,10146,5.0,Yes,0.0,3.0,Yes,1.0,2.0,Introvert
10147,10147,0.0,No,4.0,6.0,No,8.0,5.0,Extrovert
10148,10148,1.0,No,10.0,6.0,No,13.0,8.0,Extrovert
10149,10149,8.0,Yes,1.0,2.0,No,1.0,2.0,Extrovert
10150,10150,2.0,No,6.0,3.0,No,15.0,3.0,Extrovert
10151,10151,3.0,No,8.0,3.0,No,6.0,8.0,Extrovert
10152,10152,2.0,Yes,1.0,2.0,No,3.0,2.0,Introvert
10153,10153,3.0,No,5.0,6.0,No,13.0,8.0,Extrovert
10154,10154,3.0,No,8.0,6.0,No,8.0,3.0,Extrovert
10155,10155,0.0,No,4.0,6.0,No,15.0,6.0,Extrovert
10156,10156,1.0,No,4.0,3.0,No,11.0,5.0,Extrovert
10157,10157,0.0,No,6.0,5.0,No,13.0,9.0,Extrovert
10158,10158,5.0,Yes,1.0,0.0,No,4.0,1.0,Introvert
10159,10159,2.0,No,9.0,6.0,No,4.0,9.0,Extrovert
10160,10160,1.0,No,9.0,5.0,No,13.0,9.0,Extrovert
10161,10161,3.0,No,8.0,7.0,No,11.0,6.0,Extrovert
10162,10162,1.0,No,5.0,4.0,No,4.0,5.0,Extrovert
10163,10163,3.0,No,7.0,4.0,No,13.0,5.0,Extrovert
10164,10164,2.0,No,10.0,5.0,No,9.0,5.0,Introvert
10165,10165,1.0,No,8.0,7.0,No,4.0,7.0,Extrovert
10166,10166,3.0,No,5.0,7.0,No,8.0,5.0,Extrovert
10167,10167,0.0,No,5.0,7.0,No,13.0,6.0,Extrovert
10168,10168,1.0,No,5.0,5.0,No,5.0,5.0,Extrovert
10169,10169,0.0,No,6.0,5.0,No,14.0,8.0,Introvert
10170,10170,3.0,No,7.0,3.0,No,6.0,3.0,Extrovert
10171,10171,7.0,Yes,5.0,1.0,Yes,3.0,1.0,Introvert
10172,10172,3.0,No,6.0,4.0,No,15.0,3.0,Extrovert
10173,10173,3.0,No,7.0,4.0,No,15.0,9.0,Extrovert
10174,10174,2.0,No,8.0,6.0,No,8.0,4.0,Extrovert
10175,10175,2.0,No,6.0,4.0,No,8.0,10.0,Extrovert
10176,10176,1.0,No,9.0,4.0,No,12.0,10.0,Extrovert
10177,10177,7.0,Yes,3.0,4.0,Yes,2.0,2.0,Introvert
10178,10178,2.0,No,6.0,3.0,No,6.0,8.0,Extrovert
10179,10179,10.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
10180,10180,1.0,No,7.0,4.0,No,5.0,5.0,Extrovert
10181,10181,1.0,No,8.0,6.0,No,7.0,3.0,Extrovert
10182,10182,0.0,No,7.0,6.0,No,13.0,3.0,Extrovert
10183,10183,0.0,No,6.0,5.0,No,6.0,6.0,Extrovert
10184,10184,9.0,Yes,1.0,1.0,No,0.0,1.0,Introvert
10185,10185,10.0,Yes,4.0,0.0,Yes,1.0,2.0,Introvert
10186,10186,2.0,No,4.0,5.0,No,10.0,3.0,Extrovert
10187,10187,0.0,No,4.0,7.0,No,9.0,9.0,Extrovert
10188,10188,1.0,No,7.0,5.0,No,4.0,8.0,Extrovert
10189,10189,0.0,No,8.0,4.0,No,9.0,9.0,Extrovert
10190,10190,2.0,No,9.0,4.0,No,5.0,5.0,Extrovert
10191,10191,2.0,No,5.0,3.0,No,6.0,4.0,Extrovert
10192,10192,3.0,No,5.0,4.0,No,6.0,9.0,Extrovert
10193,10193,11.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
10194,10194,2.0,No,4.0,4.0,No,8.0,4.0,Extrovert
10195,10195,0.0,No,4.0,7.0,No,7.0,8.0,Extrovert
10196,10196,1.0,No,8.0,7.0,No,5.0,8.0,Extrovert
10197,10197,4.0,No,1.0,2.0,Yes,3.0,0.0,Introvert
10198,10198,2.0,No,7.0,7.0,No,9.0,3.0,Extrovert
10199,10199,0.0,No,4.0,3.0,No,15.0,9.0,Extrovert
10200,10200,0.0,No,4.0,7.0,No,10.0,9.0,Extrovert
10201,10201,2.0,No,5.0,5.0,No,6.0,7.0,Extrovert
10202,10202,0.0,No,9.0,6.0,No,12.0,7.0,Extrovert
10203,10203,0.0,No,5.0,4.0,No,8.0,9.0,Extrovert
10204,10204,8.0,No,2.0,1.0,Yes,4.0,2.0,Introvert
10205,10205,2.0,No,8.0,3.0,No,10.0,7.0,Extrovert
10206,10206,3.0,No,5.0,5.0,No,11.0,6.0,Extrovert
10207,10207,2.0,No,7.0,3.0,No,5.0,4.0,Extrovert
10208,10208,10.0,Yes,3.0,0.0,Yes,4.0,0.0,Introvert
10209,10209,2.0,No,9.0,5.0,No,15.0,5.0,Extrovert
10210,10210,2.0,No,9.0,7.0,No,9.0,8.0,Extrovert
10211,10211,3.0,No,6.0,4.0,No,13.0,7.0,Extrovert
10212,10212,0.0,No,7.0,5.0,No,12.0,6.0,Extrovert
10213,10213,4.0,No,6.0,6.0,No,14.0,5.0,Extrovert
10214,10214,3.0,No,6.0,5.0,No,14.0,5.0,Extrovert
10215,10215,2.0,No,5.0,3.0,No,9.0,6.0,Extrovert
10216,10216,4.0,Yes,5.0,2.0,Yes,2.0,5.0,Introvert
10217,10217,4.0,Yes,5.0,2.0,Yes,1.0,1.0,Introvert
10218,10218,3.0,No,10.0,6.0,No,7.0,7.0,Extrovert
10219,10219,3.0,No,5.0,3.0,No,11.0,7.0,Extrovert
10220,10220,2.0,No,5.0,3.0,No,8.0,9.0,Extrovert
10221,10221,2.0,No,3.0,4.0,No,5.0,6.0,Extrovert
10222,10222,0.0,No,8.0,7.0,No,15.0,5.0,Extrovert
10223,10223,1.0,No,6.0,3.0,No,13.0,6.0,Extrovert
10224,10224,2.0,No,3.0,4.0,No,15.0,7.0,Extrovert
10225,10225,4.0,No,7.0,6.0,No,6.0,7.0,Extrovert
10226,10226,5.0,Yes,5.0,2.0,Yes,5.0,1.0,Introvert
10227,10227,1.0,No,8.0,5.0,No,4.0,9.0,Extrovert
10228,10228,3.0,No,6.0,6.0,No,9.0,5.0,Extrovert
10229,10229,0.0,No,4.0,5.0,No,6.0,6.0,Extrovert
10230,10230,6.0,Yes,1.0,4.0,Yes,3.0,2.0,Introvert
10231,10231,0.0,No,4.0,7.0,No,14.0,5.0,Extrovert
10232,10232,0.0,No,4.0,4.0,No,8.0,3.0,Extrovert
10233,10233,11.0,Yes,5.0,0.0,Yes,4.0,2.0,Introvert
10234,10234,2.0,No,9.0,3.0,No,4.0,4.0,Extrovert
10235,10235,2.0,No,5.0,5.0,No,8.0,3.0,Extrovert
10236,10236,1.0,No,5.0,4.0,No,12.0,5.0,Extrovert
10237,10237,0.0,No,10.0,5.0,No,8.0,5.0,Extrovert
10238,10238,0.0,No,6.0,5.0,No,7.0,8.0,Extrovert
10239,10239,2.0,No,6.0,7.0,No,11.0,7.0,Extrovert
10240,10240,2.0,No,8.0,5.0,No,9.0,7.0,Extrovert
10241,10241,4.0,Yes,0.0,2.0,No,4.0,1.0,Introvert
10242,10242,1.0,No,4.0,6.0,No,14.0,9.0,Extrovert
10243,10243,5.0,No,8.0,5.0,No,15.0,3.0,Introvert
10244,10244,1.0,No,8.0,5.0,No,9.0,5.0,Extrovert
10245,10245,1.0,No,5.0,3.0,No,9.0,5.0,Extrovert
10246,10246,6.0,Yes,1.0,3.0,Yes,5.0,3.0,Introvert
10247,10247,2.0,No,7.0,5.0,No,11.0,7.0,Extrovert
10248,10248,3.0,No,6.0,3.0,No,6.0,8.0,Extrovert
10249,10249,3.0,No,8.0,7.0,No,10.0,10.0,Extrovert
10250,10250,5.0,Yes,3.0,3.0,Yes,2.0,1.0,Introvert
10251,10251,2.0,No,5.0,7.0,No,12.0,6.0,Extrovert
10252,10252,3.0,No,4.0,4.0,No,15.0,5.0,Extrovert
10253,10253,6.0,Yes,2.0,4.0,Yes,3.0,2.0,Introvert
10254,10254,3.0,No,8.0,7.0,No,12.0,7.0,Introvert
10255,10255,0.0,No,4.0,6.0,No,11.0,4.0,Extrovert
10256,10256,0.0,No,3.0,6.0,No,10.0,3.0,Extrovert
10257,10257,1.0,No,5.0,3.0,No,6.0,9.0,Extrovert
10258,10258,3.0,No,9.0,4.0,No,10.0,7.0,Extrovert
10259,10259,1.0,No,6.0,4.0,No,14.0,9.0,Extrovert
10260,10260,0.0,No,5.0,7.0,No,4.0,9.0,Extrovert
10261,10261,5.0,Yes,2.0,4.0,Yes,5.0,1.0,Introvert
10262,10262,3.0,No,5.0,4.0,No,8.0,10.0,Extrovert
10263,10263,2.0,No,6.0,4.0,No,7.0,4.0,Extrovert
10264,10264,7.0,Yes,2.0,2.0,No,3.0,0.0,Introvert
10265,10265,9.0,Yes,5.0,0.0,Yes,3.0,0.0,Introvert
10266,10266,10.0,Yes,3.0,2.0,Yes,10.0,0.0,Introvert
10267,10267,2.0,No,9.0,4.0,No,14.0,8.0,Extrovert
10268,10268,2.0,Yes,3.0,0.0,No,3.0,0.0,Introvert
10269,10269,1.0,No,6.0,3.0,No,9.0,5.0,Extrovert
10270,10270,3.0,No,8.0,6.0,No,7.0,3.0,Extrovert
10271,10271,5.0,Yes,5.0,1.0,Yes,0.0,0.0,Introvert
10272,10272,3.0,No,6.0,4.0,No,13.0,5.0,Extrovert
10273,10273,2.0,No,10.0,5.0,No,13.0,10.0,Extrovert
10274,10274,2.0,No,8.0,6.0,No,5.0,4.0,Extrovert
10275,10275,1.0,No,6.0,7.0,No,11.0,10.0,Extrovert
10276,10276,0.0,No,5.0,4.0,No,7.0,5.0,Extrovert
10277,10277,5.0,No,5.0,5.0,No,13.0,10.0,Extrovert
10278,10278,8.0,Yes,3.0,1.0,No,3.0,2.0,Introvert
10279,10279,0.0,No,8.0,3.0,No,13.0,8.0,Extrovert
10280,10280,1.0,No,5.0,7.0,No,14.0,10.0,Extrovert
10281,10281,1.0,No,9.0,4.0,No,4.0,8.0,Extrovert
10282,10282,0.0,No,5.0,6.0,No,8.0,10.0,Introvert
10283,10283,10.0,Yes,5.0,4.0,Yes,2.0,2.0,Introvert
10284,10284,9.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
10285,10285,2.0,No,8.0,3.0,No,6.0,7.0,Extrovert
10286,10286,3.0,No,7.0,4.0,No,8.0,4.0,Extrovert
10287,10287,7.0,Yes,5.0,1.0,Yes,1.0,2.0,Introvert
10288,10288,2.0,No,4.0,6.0,No,9.0,3.0,Extrovert
10289,10289,1.0,No,9.0,7.0,No,8.0,8.0,Extrovert
10290,10290,1.0,No,5.0,5.0,No,14.0,6.0,Extrovert
10291,10291,2.0,No,9.0,5.0,No,15.0,5.0,Extrovert
10292,10292,1.0,No,7.0,4.0,No,8.0,8.0,Extrovert
10293,10293,1.0,No,7.0,3.0,No,7.0,8.0,Extrovert
10294,10294,2.0,No,8.0,4.0,No,8.0,4.0,Extrovert
10295,10295,2.0,No,6.0,5.0,No,13.0,5.0,Extrovert
10296,10296,2.0,No,9.0,4.0,No,9.0,5.0,Extrovert
10297,10297,0.0,No,8.0,5.0,No,8.0,5.0,Extrovert
10298,10298,3.0,No,6.0,5.0,No,8.0,7.0,Extrovert
10299,10299,3.0,No,5.0,4.0,No,14.0,6.0,Extrovert
10300,10300,3.0,No,9.0,4.0,No,15.0,4.0,Extrovert
10301,10301,6.0,Yes,5.0,1.0,Yes,3.0,0.0,Introvert
10302,10302,3.0,No,5.0,5.0,No,7.0,8.0,Extrovert
10303,10303,2.0,No,4.0,4.0,No,13.0,4.0,Extrovert
10304,10304,11.0,No,1.0,1.0,Yes,2.0,1.0,Introvert
10305,10305,2.0,No,9.0,5.0,No,9.0,7.0,Extrovert
10306,10306,8.0,No,0.0,0.0,Yes,2.0,1.0,Introvert
10307,10307,3.0,No,9.0,6.0,No,12.0,9.0,Extrovert
10308,10308,6.0,Yes,1.0,0.0,No,4.0,1.0,Introvert
10309,10309,0.0,No,9.0,5.0,No,11.0,5.0,Extrovert
10310,10310,10.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
10311,10311,3.0,No,9.0,4.0,No,11.0,9.0,Extrovert
10312,10312,0.0,No,8.0,6.0,No,14.0,7.0,Extrovert
10313,10313,6.0,Yes,3.0,0.0,No,0.0,0.0,Introvert
10314,10314,3.0,No,7.0,5.0,No,5.0,5.0,Extrovert
10315,10315,0.0,No,6.0,5.0,No,15.0,8.0,Extrovert
10316,10316,0.0,No,9.0,4.0,No,8.0,8.0,Extrovert
10317,10317,2.0,No,5.0,6.0,No,6.0,8.0,Extrovert
10318,10318,1.0,No,4.0,4.0,No,12.0,7.0,Extrovert
10319,10319,2.0,No,7.0,5.0,No,9.0,3.0,Extrovert
10320,10320,1.0,No,7.0,3.0,No,5.0,3.0,Extrovert
10321,10321,3.0,No,4.0,7.0,No,9.0,7.0,Extrovert
10322,10322,2.0,No,8.0,3.0,No,9.0,4.0,Extrovert
10323,10323,0.0,No,5.0,6.0,No,8.0,3.0,Extrovert
10324,10324,3.0,No,5.0,6.0,No,9.0,4.0,Extrovert
10325,10325,5.0,Yes,3.0,4.0,Yes,2.0,2.0,Introvert
10326,10326,3.0,No,8.0,6.0,No,7.0,7.0,Extrovert
10327,10327,3.0,No,6.0,4.0,No,9.0,8.0,Extrovert
10328,10328,2.0,Yes,5.0,2.0,Yes,2.0,5.0,Introvert
10329,10329,3.0,No,10.0,4.0,No,8.0,8.0,Extrovert
10330,10330,3.0,No,4.0,7.0,No,10.0,7.0,Extrovert
10331,10331,2.0,No,8.0,7.0,No,8.0,6.0,Introvert
10332,10332,8.0,No,0.0,0.0,Yes,0.0,2.0,Introvert
10333,10333,2.0,No,7.0,5.0,No,5.0,3.0,Extrovert
10334,10334,6.0,No,3.0,0.0,Yes,2.0,2.0,Introvert
10335,10335,3.0,No,10.0,7.0,No,10.0,8.0,Extrovert
10336,10336,3.0,No,8.0,4.0,No,12.0,5.0,Extrovert
10337,10337,0.0,No,9.0,5.0,No,4.0,3.0,Extrovert
10338,10338,6.0,Yes,1.0,4.0,Yes,2.0,0.0,Introvert
10339,10339,5.0,Yes,2.0,4.0,Yes,1.0,2.0,Introvert
10340,10340,1.0,No,4.0,7.0,No,8.0,8.0,Extrovert
10341,10341,3.0,No,8.0,4.0,No,6.0,7.0,Extrovert
10342,10342,0.0,No,8.0,7.0,No,8.0,8.0,Extrovert
10343,10343,1.0,No,4.0,4.0,No,14.0,4.0,Extrovert
10344,10344,2.0,No,5.0,7.0,No,15.0,9.0,Extrovert
10345,10345,3.0,No,5.0,6.0,No,13.0,4.0,Extrovert
10346,10346,1.0,No,5.0,7.0,No,11.0,4.0,Extrovert
10347,10347,10.0,Yes,5.0,2.0,Yes,1.0,2.0,Introvert
10348,10348,2.0,No,7.0,7.0,No,15.0,3.0,Extrovert
10349,10349,0.0,No,7.0,3.0,No,15.0,5.0,Extrovert
10350,10350,3.0,No,5.0,5.0,No,9.0,7.0,Extrovert
10351,10351,1.0,No,7.0,7.0,No,13.0,5.0,Extrovert
10352,10352,9.0,Yes,3.0,4.0,Yes,3.0,2.0,Introvert
10353,10353,2.0,No,4.0,6.0,No,11.0,10.0,Extrovert
10354,10354,0.0,No,10.0,4.0,No,15.0,4.0,Extrovert
10355,10355,1.0,No,4.0,3.0,No,15.0,6.0,Extrovert
10356,10356,2.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
10357,10357,4.0,No,8.0,4.0,No,12.0,7.0,Extrovert
10358,10358,11.0,Yes,3.0,4.0,Yes,5.0,5.0,Introvert
10359,10359,1.0,No,4.0,5.0,No,11.0,3.0,Extrovert
10360,10360,2.0,No,5.0,4.0,No,12.0,5.0,Extrovert
